December-12/28/22-2022,574.12
December-12/28/22-2022,587.66
December-12/28/22-2022,472.22
December-12/28/22-2022,472.22
December-12/28/22-2022,489.48
December-12/28/22-2022,489.48
December-12/28/22-2022,489.48
December-12/28/22-2022,489.48
December-12/28/22-2022,514.15
December-12/28/22-2022,6515.13
December-12/28/22-2022,6604.43
December-12/28/22-2022,5682.85
December-12/28/22-2022,266.52
December-12/28/22-2022,5831.52
